t,volts
0.0006611999999999999,0.078
0.0006615999999999999,0.078
0.0006619999999999999,0.076
0.0006624,0.078
0.0006628,0.078
0.0006632,0.078
0.0006636,0.076
0.000664,0.078
0.0006644,0.076
0.0006648,0.078
0.0006652,0.076
0.0006655999999999999,0.08
0.0006659999999999999,0.08
0.0006663999999999999,0.08
0.0006667999999999999,0.076
0.0006672,0.078
0.0006676,0.078
0.000668,0.078
0.0006684,0.078
0.0006688,0.078
0.0006692,0.082
0.0006696,0.078
0.00067,0.078
0.0006703999999999999,0.078
0.0006707999999999999,0.078
0.0006711999999999999,0.078
0.0006716,0.08
0.000672,0.082
0.0006724,0.078
0.0006728,0.082
0.0006732,0.08
0.0006736,0.078
0.000674,0.08
0.0006744,0.076
0.0006747999999999999,0.08
0.0006751999999999999,0.078
0.0006755999999999999,0.08
0.000676,0.08
0.0006764,0.082
0.0006768,0.078
0.0006772,0.08
0.0006776,0.082
0.000678,0.08
0.0006784,0.08
0.0006788,0.084
0.0006791999999999999,0.08
0.0006795999999999999,0.082
0.0006799999999999999,0.08
0.0006804,0.08
0.0006808,0.082
0.0006812,0.082
0.0006816,0.082
0.000682,0.084
0.0006824,0.082
0.0006828,0.084
0.0006832,0.08
0.0006835999999999999,0.082
0.0006839999999999999,0.08
0.0006843999999999999,0.08600000000000001
0.0006848,0.08
0.0006852,0.082
0.0006856,0.084
0.000686,0.084
0.0006864,0.082
0.0006868,0.08600000000000001
0.0006872,0.082
0.0006876,0.08
0.0006879999999999999,0.08600000000000001
0.0006883999999999999,0.084
0.0006887999999999999,0.08600000000000001
0.0006892,0.084
0.0006896,0.084
0.00069,0.082
0.0006904,0.082
0.0006908,0.084
0.0006912,0.084
0.0006916,0.084
0.000692,0.084
0.0006923999999999999,0.084
0.0006927999999999999,0.08600000000000001
0.0006931999999999999,0.082
0.0006935999999999999,0.084
0.000694,0.08600000000000001
0.0006944,0.08600000000000001
0.0006948,0.084
0.0006952,0.08600000000000001
0.0006956,0.08600000000000001
0.000696,0.088
0.0006964,0.084
0.0006967999999999999,0.084
0.0006971999999999999,0.084
0.0006975999999999999,0.08600000000000001
0.0006979999999999999,0.08600000000000001
0.0006984,0.084
0.0006988,0.08600000000000001
0.0006992,0.088
0.0006996,0.084
0.0007,0.082
0.0007004,0.08600000000000001
0.0007008,0.084
0.0007012,0.088
0.0007015999999999999,0.088
0.0007019999999999999,0.08600000000000001
0.0007023999999999999,0.08600000000000001
0.0007028,0.088
0.0007032,0.08600000000000001
0.0007036,0.08600000000000001
0.000704,0.088
0.0007044,0.088
0.0007048,0.088
0.0007052,0.088
0.0007056,0.08600000000000001
0.0007059999999999999,0.08600000000000001
0.0007063999999999999,0.082
0.0007067999999999999,0.088
0.0007072,0.08600000000000001
0.0007076,0.088
0.000708,0.088
0.0007084,0.088
0.0007088,0.088
0.0007092,0.088
0.0007096,0.088
0.00071,0.08600000000000001
0.0007103999999999999,0.08600000000000001
0.0007107999999999999,0.09
0.0007111999999999999,0.088
0.0007116,0.092
0.000712,0.09
0.0007124,0.08600000000000001
0.0007128,0.088
0.0007132,0.08600000000000001
0.0007136,0.09
0.000714,0.09
0.0007144,0.088
0.0007147999999999999,0.08600000000000001
0.0007151999999999999,0.088
0.0007155999999999999,0.088
0.000716,0.09
0.0007164,0.088
0.0007168,0.088
0.0007172,0.088
0.0007176,0.09
0.000718,0.088
0.0007184,0.09
0.0007188,0.09
0.0007191999999999999,0.094
0.0007195999999999999,0.088
0.0007199999999999999,0.088
0.0007204,0.09
0.0007208,0.09
0.0007212,0.09
0.0007216,0.09
0.000722,0.088
0.0007224,0.09
0.0007228,0.09
0.0007232,0.088
0.0007235999999999999,0.088
0.0007239999999999999,0.092
0.0007243999999999999,0.09
0.0007247999999999999,0.088
0.0007252,0.092
0.0007256,0.092
0.000726,0.088
0.0007264,0.09
0.0007268,0.092
0.0007272,0.09
0.0007276,0.09
0.0007279999999999999,0.09
0.0007283999999999999,0.092
0.0007287999999999999,0.092
0.0007291999999999999,0.092
0.0007296,0.09
0.00073,0.094
0.0007304,0.092
0.0007308,0.092
0.0007312,0.09
0.0007316,0.092
0.000732,0.09
0.0007323999999999999,0.092
0.0007327999999999999,0.09
0.0007331999999999999,0.092
0.0007335999999999999,0.092
0.000734,0.092
0.0007344,0.092
0.0007348,0.092
0.0007352,0.09
0.0007356,0.092
0.000736,0.09
0.0007364,0.092
0.0007368,0.088
0.0007371999999999999,0.09
0.0007375999999999999,0.09
0.0007379999999999999,0.09
0.0007384,0.09
0.0007388,0.092
0.0007392,0.088
0.0007396,0.088
0.00074,0.092
0.0007404,0.09
0.0007408,0.092
0.0007412,0.092
0.0007415999999999999,0.092
0.0007419999999999999,0.094
0.0007423999999999999,0.094
0.0007428,0.09
0.0007432,0.092
0.0007436,0.09
0.000744,0.094
0.0007444,0.09
0.0007448,0.094
0.0007452,0.09
0.0007456,0.094
0.0007459999999999999,0.09
0.0007463999999999999,0.092
0.0007467999999999999,0.09
0.0007472,0.094
0.0007476,0.09
0.000748,0.094
0.0007484,0.094
0.0007488,0.096
0.0007492,0.09
0.0007496,0.092
0.00075,0.09
0.0007503999999999999,0.09
0.0007507999999999999,0.094
0.0007511999999999999,0.09
0.0007516,0.094
0.000752,0.092
0.0007524,0.09
0.0007528,0.09
0.0007532,0.092
0.0007536,0.092
0.000754,0.094
0.0007544,0.092
0.0007547999999999999,0.092
0.0007551999999999999,0.092
0.0007555999999999999,0.092
0.0007559999999999999,0.09
0.0007564,0.09
0.0007568,0.09
0.0007572,0.094
0.0007576,0.09
0.000758,0.094
0.0007584,0.092
0.0007588,0.092
0.0007591999999999999,0.09
0.0007595999999999999,0.092
0.0007599999999999999,0.09
0.0007603999999999999,0.09
0.0007608,0.094
0.0007612,0.092
0.0007616,0.088
0.000762,0.09
0.0007624,0.092
0.0007628,0.092
0.0007632,0.09
0.0007635999999999999,0.094
0.0007639999999999999,0.09
0.0007643999999999999,0.09
0.0007647999999999999,0.092
0.0007652,0.094
0.0007656,0.094
0.000766,0.09
0.0007664,0.094
0.0007668,0.092
0.0007672,0.092
0.0007676,0.092
0.000768,0.088
0.0007683999999999999,0.088
0.0007687999999999999,0.094
0.0007691999999999999,0.09
0.0007696,0.09
0.00077,0.092
0.0007704,0.092
0.0007708,0.09
0.0007712,0.092
0.0007716,0.09
0.000772,0.092
0.0007724,0.088
0.0007727999999999999,0.092
0.0007731999999999999,0.09
0.0007735999999999999,0.092
0.000774,0.09
0.0007744,0.092
0.0007748,0.092
0.0007752,0.092
0.0007756,0.092
0.000776,0.09
0.0007764,0.09
0.0007768,0.09
0.0007771999999999999,0.09
0.0007775999999999999,0.092
0.0007779999999999999,0.09
0.0007784,0.09
0.0007788,0.088
0.0007792,0.08600000000000001
0.0007796,0.092
0.00078,0.09
0.0007804,0.092
0.0007808,0.09
0.0007812,0.09
0.0007815999999999999,0.09
0.0007819999999999999,0.09
0.0007823999999999999,0.09
0.0007827999999999999,0.09
0.0007832,0.092
0.0007836,0.09
0.000784,0.09
0.0007844,0.09
0.0007848,0.088
0.0007852,0.094
0.0007856,0.088
0.0007859999999999999,0.09
0.0007863999999999999,0.088
0.0007867999999999999,0.092
0.0007871999999999999,0.088
0.0007876,0.092
0.000788,0.094
0.0007884,0.092
0.0007888,0.09
0.0007892,0.088
0.0007896,0.088
0.00079,0.088
0.0007903999999999999,0.09
0.0007907999999999999,0.09
0.0007911999999999999,0.088
0.0007915999999999999,0.09
0.000792,0.088
0.0007924,0.088
0.0007928,0.08600000000000001
0.0007932,0.088
0.0007936,0.088
0.000794,0.088
0.0007944,0.088
0.0007947999999999999,0.088
0.0007951999999999999,0.09
0.0007955999999999999,0.088
0.0007959999999999999,0.088
0.0007964,0.088
0.0007968,0.09
0.0007972,0.084
0.0007976,0.088
0.000798,0.088
0.0007984,0.09
0.0007988,0.084
0.0007991999999999999,0.088
0.0007995999999999999,0.092
0.0007999999999999999,0.09
0.0008003999999999999,0.088
0.0008008,0.088
0.0008012,0.08600000000000001
0.0008016,0.088
0.000802,0.088
0.0008024,0.088
0.0008028,0.088
0.0008032,0.088
0.0008036,0.088
0.0008039999999999999,0.084
0.0008043999999999999,0.08600000000000001
0.0008047999999999999,0.09
0.0008052,0.08600000000000001
0.0008056,0.088
0.000806,0.08600000000000001
0.0008064,0.084
0.0008068,0.088
0.0008072,0.08600000000000001
0.0008076,0.09
0.000808,0.08600000000000001
0.0008083999999999999,0.088
0.0008087999999999999,0.084
0.0008091999999999999,0.08600000000000001
0.0008096,0.08600000000000001
0.00081,0.09
0.0008104,0.08600000000000001
0.0008108,0.08600000000000001
0.0008112,0.08600000000000001
0.0008116,0.088
0.000812,0.082
0.0008124,0.08600000000000001
0.0008127999999999999,0.08600000000000001
0.0008131999999999999,0.08600000000000001
0.0008135999999999999,0.084
0.0008139999999999999,0.084
0.0008144,0.084
0.0008148,0.08600000000000001
0.0008152,0.08
0.0008156,0.084
0.000816,0.082
0.0008164,0.082
0.0008168,0.084
0.0008171999999999999,0.08600000000000001
0.0008175999999999999,0.084
0.0008179999999999999,0.084
0.0008183999999999999,0.084
0.0008188,0.082
0.0008192,0.082
0.0008196,0.084
0.00082,0.08600000000000001
0.0008204,0.082
0.0008208,0.082
0.0008212,0.084
0.0008215999999999999,0.084
0.0008219999999999999,0.08
0.0008223999999999999,0.082
0.0008227999999999999,0.08
0.0008232,0.084
0.0008236,0.082
0.000824,0.084
0.0008244,0.082
0.0008248,0.084
0.0008252,0.082
0.0008256,0.08
0.0008259999999999999,0.078
0.0008263999999999999,0.082
0.0008267999999999999,0.082
0.0008271999999999999,0.084
0.0008276,0.084
0.000828,0.082
0.0008284,0.08
0.0008288,0.08
0.0008292,0.08
0.0008296,0.082
0.00083,0.08
0.0008303999999999999,0.082
0.0008307999999999999,0.08
0.0008311999999999999,0.08
0.0008315999999999999,0.08
0.000832,0.082
0.0008324,0.08
0.0008328,0.082
0.0008332,0.078
0.0008336,0.08
0.000834,0.08
0.0008344,0.078
0.0008347999999999999,0.082
0.0008351999999999999,0.076
0.0008355999999999999,0.076
0.0008359999999999999,0.078
0.0008364,0.08
0.0008368,0.076
0.0008372,0.08
0.0008376,0.08
0.000838,0.08
0.0008384,0.076
0.0008388,0.078
0.0008392,0.078
0.0008395999999999999,0.08
0.0008399999999999999,0.078
0.0008403999999999999,0.078
0.0008408,0.078
0.0008412,0.078
0.0008416,0.076
0.000842,0.076
0.0008424,0.076
0.0008428,0.08
0.0008432,0.076
0.0008436,0.076
0.0008439999999999999,0.078
0.0008443999999999999,0.076
0.0008447999999999999,0.076
0.0008451999999999999,0.076
0.0008456,0.078
0.000846,0.076
0.0008464,0.078
0.0008468,0.076
0.0008472,0.078
0.0008476,0.076
0.000848,0.078
0.0008483999999999999,0.074
0.0008487999999999999,0.076
0.0008491999999999999,0.074
0.0008495999999999999,0.076
0.00085,0.074
0.0008504,0.076
0.0008508,0.074
0.0008512,0.078
0.0008516,0.07200000000000001
0.000852,0.074
0.0008524,0.07200000000000001
0.0008527999999999999,0.076
0.0008531999999999999,0.07200000000000001
0.0008535999999999999,0.07200000000000001
0.0008539999999999999,0.074
0.0008544,0.07200000000000001
0.0008548,0.07200000000000001
0.0008552,0.074
0.0008556,0.07200000000000001
0.000856,0.07200000000000001
0.0008564,0.074
0.0008568,0.07200000000000001
0.0008571999999999999,0.07200000000000001
0.0008575999999999999,0.074
0.0008579999999999999,0.07200000000000001
0.0008583999999999999,0.07
0.0008588,0.07200000000000001
0.0008592,0.07
0.0008596,0.07
0.00086,0.07
0.0008604,0.07
0.0008608,0.07200000000000001
0.0008612,0.07
0.0008615999999999999,0.07
0.0008619999999999999,0.07200000000000001
0.0008623999999999999,0.068
0.0008627999999999999,0.07
0.0008632,0.07200000000000001
0.0008636,0.068
0.000864,0.07
0.0008644,0.07200000000000001
0.0008648,0.068
0.0008652,0.068
0.0008656,0.068
0.0008659999999999999,0.068
0.0008663999999999999,0.068
0.0008667999999999999,0.07
0.0008671999999999999,0.07
0.0008676,0.07
0.000868,0.066
0.0008684,0.068
0.0008688,0.066
0.0008692,0.068
0.0008696,0.068
0.00087,0.068
0.0008703999999999999,0.066
0.0008707999999999999,0.068
0.0008711999999999999,0.066
0.0008715999999999999,0.066
0.0008719999999999999,0.068
0.0008724,0.066
0.0008728,0.068
0.0008732,0.068
0.0008736,0.066
0.000874,0.066
0.0008744,0.07
0.0008748,0.064
0.0008751999999999999,0.068
0.0008755999999999999,0.064
0.0008759999999999999,0.066
0.0008763999999999999,0.062
0.0008768,0.068
0.0008772,0.066
0.0008776,0.066
0.000878,0.062
0.0008784,0.064
0.0008788,0.064
0.0008792,0.062
0.0008795999999999999,0.064
0.0008799999999999999,0.064
0.0008803999999999999,0.062
0.0008807999999999999,0.062
0.0008812,0.064
0.0008816,0.066
0.000882,0.062
0.0008824,0.064
0.0008828,0.064
0.0008832,0.06
0.0008836,0.062
0.0008839999999999999,0.064
0.0008843999999999999,0.064
0.0008847999999999999,0.062
0.0008851999999999999,0.062
0.0008856,0.062
0.000886,0.062
0.0008864,0.062
0.0008868,0.062
0.0008872,0.062
0.0008876,0.06
0.000888,0.058
0.0008883999999999999,0.06
0.0008887999999999999,0.06
0.0008891999999999999,0.062
0.0008895999999999999,0.06
0.00089,0.058
0.0008904,0.058
0.0008908,0.058
0.0008912,0.06
0.0008916,0.06
0.000892,0.058
0.0008924,0.058
0.0008927999999999999,0.056
0.0008931999999999999,0.06
0.0008935999999999999,0.056
0.0008939999999999999,0.06
0.0008944,0.062
0.0008948,0.06
0.0008952,0.054
0.0008956,0.058
0.000896,0.058
0.0008964,0.056
0.0008968,0.056
0.0008971999999999999,0.058
0.0008975999999999999,0.054
0.0008979999999999999,0.054
0.0008983999999999999,0.056
0.0008988,0.058
0.0008992,0.054
0.0008996,0.054
0.0009,0.054
0.0009004,0.056
0.0009008,0.054
0.0009012,0.052000000000000005
0.0009015999999999999,0.054
0.0009019999999999999,0.054
0.0009023999999999999,0.056
0.0009027999999999999,0.052000000000000005
0.0009031999999999999,0.054
0.0009036,0.05
0.000904,0.056
0.0009044,0.05
0.0009048,0.052000000000000005
0.0009052,0.054
0.0009056,0.052000000000000005
0.000906,0.052000000000000005
0.0009063999999999999,0.054
0.0009067999999999999,0.05
0.0009071999999999999,0.054
0.0009075999999999999,0.05
0.000908,0.054
0.0009084,0.05
0.0009088,0.05
0.0009092,0.05
0.0009096,0.05
0.00091,0.05
0.0009104,0.05
0.0009107999999999999,0.05
0.0009111999999999999,0.05
0.0009115999999999999,0.048
0.0009119999999999999,0.048
0.0009124,0.048
0.0009128,0.05
0.0009132,0.046
0.0009136,0.048
0.000914,0.048
0.0009144,0.048
0.0009148,0.048
0.0009151999999999999,0.048
0.0009155999999999999,0.048
0.0009159999999999999,0.048
0.0009163999999999999,0.048
0.0009168,0.044
0.0009172,0.044
0.0009176,0.044
0.000918,0.046
0.0009184,0.046
0.0009188,0.048
0.0009192,0.046
0.0009195999999999999,0.046
0.0009199999999999999,0.042
0.0009203999999999999,0.046
0.0009207999999999999,0.046
0.0009212,0.044
0.0009216,0.044
0.000922,0.048
0.0009224,0.044
0.0009228,0.042
0.0009232,0.044
0.0009236,0.044
0.0009239999999999999,0.042
0.0009243999999999999,0.042
0.0009247999999999999,0.042
0.0009251999999999999,0.04
0.0009256,0.042
0.000926,0.042
0.0009264,0.04
0.0009268,0.044
0.0009272,0.04
0.0009276,0.04
0.000928,0.04
0.0009283999999999999,0.04
0.0009287999999999999,0.044
0.0009291999999999999,0.04
0.0009295999999999999,0.042
0.0009299999999999999,0.038
0.0009304,0.04
0.0009308,0.036000000000000004
0.0009312,0.04
0.0009316,0.038
0.000932,0.038
0.0009324,0.038
0.0009327999999999999,0.04
0.0009331999999999999,0.038
0.0009335999999999999,0.038
0.0009339999999999999,0.036000000000000004
0.0009343999999999999,0.038
0.0009348,0.036000000000000004
0.0009352,0.036000000000000004
0.0009356,0.036000000000000004
0.000936,0.038
0.0009364,0.038
0.0009368,0.036000000000000004
0.0009371999999999999,0.036000000000000004
0.0009375999999999999,0.036000000000000004
0.0009379999999999999,0.036000000000000004
0.0009383999999999999,0.036000000000000004
0.0009387999999999999,0.032
0.0009392,0.036000000000000004
0.0009396,0.034
0.00094,0.036000000000000004
0.0009404,0.034
0.0009408,0.034
0.0009412,0.036000000000000004
0.0009416,0.032
0.0009419999999999999,0.036000000000000004
0.0009423999999999999,0.034
0.0009427999999999999,0.036000000000000004
0.0009431999999999999,0.032
0.0009436,0.036000000000000004
0.000944,0.032
0.0009444,0.032
0.0009448,0.03
0.0009452,0.032
0.0009456,0.032
0.000946,0.032
0.0009463999999999999,0.03
0.0009467999999999999,0.032
0.0009471999999999999,0.032
0.0009475999999999999,0.032
0.000948,0.028
0.0009484,0.03
0.0009488,0.032
0.0009492,0.03
0.0009496,0.03
0.00095,0.03
0.0009504,0.03
0.0009507999999999999,0.028
0.0009511999999999999,0.03
0.0009515999999999999,0.028
0.0009519999999999999,0.028
0.0009524,0.026000000000000002
0.0009528,0.028
0.0009532,0.028
0.0009536,0.03
0.000954,0.026000000000000002
0.0009544,0.028
0.0009548,0.026000000000000002
0.0009551999999999999,0.028
0.0009555999999999999,0.026000000000000002
0.0009559999999999999,0.026000000000000002
0.0009563999999999999,0.028
0.0009568,0.024
0.0009572,0.028
0.0009576,0.026000000000000002
0.000958,0.024
0.0009584,0.026000000000000002
0.0009588,0.026000000000000002
0.0009592,0.024
0.0009595999999999999,0.022
0.0009599999999999999,0.024
0.0009603999999999999,0.022
0.0009607999999999999,0.022
0.0009611999999999999,0.022
0.0009616,0.022
0.000962,0.022
0.0009624,0.02
0.0009628,0.022
0.0009632,0.022
0.0009636,0.02
0.0009639999999999999,0.022
0.0009643999999999999,0.022
0.0009647999999999999,0.02
0.0009651999999999999,0.022
0.0009655999999999999,0.022
0.000966,0.02
0.0009664,0.02
0.0009668,0.02
0.0009672,0.016
0.0009676,0.02
0.000968,0.02
0.0009683999999999999,0.02
0.0009687999999999999,0.018000000000000002
0.0009691999999999999,0.018000000000000002
0.0009695999999999999,0.016
0.0009699999999999999,0.018000000000000002
0.0009704,0.016
0.0009708,0.016
0.0009712,0.016
0.0009716,0.016
0.000972,0.016
0.0009724,0.016
0.0009728,0.016
0.0009731999999999999,0.016
0.0009735999999999999,0.016
0.0009739999999999999,0.016
0.0009743999999999999,0.014
0.0009748,0.016
0.0009752,0.018000000000000002
0.0009756,0.014
0.000976,0.016
0.0009764,0.014
0.0009767999999999999,0.014
0.0009772,0.012
0.0009776,0.012
0.000978,0.012
0.0009784,0.014
0.0009788,0.012
0.0009792,0.014
0.0009796,0.012
0.00098,0.012
0.0009804,0.012
0.0009808,0.01
0.0009812,0.01
0.0009816,0.014
0.000982,0.01
0.0009824,0.01
0.0009828,0.012
0.0009832,0.014
0.0009836,0.01
0.0009839999999999998,0.012
0.0009843999999999999,0.008
0.0009847999999999999,0.01
0.0009851999999999999,0.008
0.0009855999999999999,0.01
0.000986,0.012
0.0009864,0.008
0.0009868,0.006
0.0009872,0.006
0.0009876,0.008
0.000988,0.008
0.0009884,0.004
0.0009888,0.006
0.0009892,0.01
0.0009896,0.006
0.00099,0.008
0.0009904,0.004
0.0009908,0.006
0.0009912,0.006
0.0009916,0.006
0.000992,0.006
0.0009924,0.006
0.0009928,0.004
0.0009931999999999999,0.006
0.0009935999999999999,0.004
0.0009939999999999999,0.004
0.0009943999999999999,0.004
0.0009948,0.002
0.0009952,0.002
0.0009956,0.004
0.000996,0.004
0.0009964,0.002
0.0009968,0.002
0.0009972,0.0
0.0009976,0.004
0.000998,0.0
0.0009984,0.0
0.0009988,0.002
0.0009992,0.002
0.0009996,-0.002
